,gen_summaries,rouge_scores
619,"summarize: (CNN) -- Federal drug investigators have taken over the inquiry into the January 22 death of actor Heath Ledger in a New York apartment, a law enforcement source told CNN Thursday.","{'rouge1': Score(precision=0.30952380952380953, recall=0.41935483870967744, fmeasure=0.3561643835616438), 'rouge2': Score(precision=0.0975609756097561, recall=0.13333333333333333, fmeasure=0.11267605633802817), 'rougeL': Score(precision=0.14285714285714285, recall=0.1935483870967742, fmeasure=0.1643835616438356), 'rougeLsum': Score(precision=0.16666666666666666, recall=0.22580645161290322, fmeasure=0.1917808219178082)}"
620,"summarize: NEW YORK (CNN) -- Twenty-four people, including eight children, were injured in an apparent gas explosion at a Harlem apartment building, the New York Fire Department said.","{'rouge1': Score(precision=0.23404255319148937, recall=0.39285714285714285, fmeasure=0.2933333333333334), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1702127659574468, recall=0.2857142857142857, fmeasure=0.2133333333333333), 'rougeLsum': Score(precision=0.1702127659574468, recall=0.2857142857142857, fmeasure=0.2133333333333333)}"
621,ZipRealty's Web site provides users with access to comprehensive home listings data.,"{'rouge1': Score(precision=0.26666666666666666, recall=0.6153846153846154, fmeasure=0.37209302325581395), 'rouge2': Score(precision=0.1724137931034483, recall=0.4166666666666667, fmeasure=0.2439024390243903), 'rougeL': Score(precision=0.26666666666666666, recall=0.6153846153846154, fmeasure=0.37209302325581395), 'rougeLsum': Score(precision=0.26666666666666666, recall=0.6153846153846154, fmeasure=0.37209302325581395)}"
622,"In a written statement, Baxter said its tests have suggested ""that the root cause may be associated with the crude heparin, sourced from China, or from the subsequent processing of that product before it reaches Baxter."" Meanwhile, Scientific Protein Laboratories LLC, which supplies the company with the active pharmaceutical ingredients, issued a statement saying it is working with the FDA, Baxter and outside experts to identify the cause of the adverse events.","{'rouge1': Score(precision=0.2916666666666667, recall=0.19444444444444445, fmeasure=0.2333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1875, recall=0.125, fmeasure=0.15), 'rougeLsum': Score(precision=0.20833333333333334, recall=0.1388888888888889, fmeasure=0.16666666666666669)}"
623,"""They talked about how to come together and how to unify this party and move forward because what we have at stake in November is so important,"" Robert Gibbs, the Obama campaign's communication director, said Friday on CNN's ""American Morning."" Gibbs would not say whether the senators discussed the possibility of Clinton becoming Obama's running mate.S","{'rouge1': Score(precision=0.2727272727272727, recall=0.15, fmeasure=0.19354838709677416), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.18181818181818182, recall=0.1, fmeasure=0.12903225806451613), 'rougeLsum': Score(precision=0.15151515151515152, recall=0.08333333333333333, fmeasure=0.1075268817204301)}"
624,Sandra Andersen only knew Ausnes as her upbeat morning customer who always ordered a short cup of coffee. Andersen recalls one particular morning last October when her customer's normally cheerful demeanor had changed.,"{'rouge1': Score(precision=0.15555555555555556, recall=0.20588235294117646, fmeasure=0.17721518987341772), 'rouge2': Score(precision=0.022727272727272728, recall=0.030303030303030304, fmeasure=0.025974025974025976), 'rougeL': Score(precision=0.1111111111111111, recall=0.14705882352941177, fmeasure=0.12658227848101267), 'rougeLsum': Score(precision=0.13333333333333333, recall=0.17647058823529413, fmeasure=0.1518987341772152)}"
625,"summarize: LONDON, England (CNN) -- English football fans hoping to travel to Moscow for this month's Champions League final between Manchester United and Chelsea face spiraling costs and an anxious wait for visas amid a simmering diplomatic row between the UK and Russia.","{'rouge1': Score(precision=0.4444444444444444, recall=0.37209302325581395, fmeasure=0.40506329113924044), 'rouge2': Score(precision=0.08571428571428572, recall=0.07142857142857142, fmeasure=0.07792207792207792), 'rougeL': Score(precision=0.2222222222222222, recall=0.18604651162790697, fmeasure=0.20253164556962022), 'rougeLsum': Score(precision=0.25, recall=0.20930232558139536, fmeasure=0.22784810126582278)}"
626,"Virginia's Supreme Court ruled that Janet Jenkins and Lisa Miller's civil union in 2000 gave Vermont, and its law on same-sex unions, jurisdiction over their subsequent custody and visitation disputes. ""This case shows that one state is not an island in the same-sex marriage dispute, and underscores having state laws that protect traditional one-man, one-woman marriages,"" said Staver, chairman of Liberty Counsel, a law firm that fights on behalf of what it calls ""traditional families.""","{'rouge1': Score(precision=0.4222222222222222, recall=0.2345679012345679, fmeasure=0.30158730158730157), 'rouge2': Score(precision=0.1590909090909091, recall=0.0875, fmeasure=0.11290322580645161), 'rougeL': Score(precision=0.28888888888888886, recall=0.16049382716049382, fmeasure=0.20634920634920634), 'rougeLsum': Score(precision=0.4, recall=0.2222222222222222, fmeasure=0.2857142857142857)}"
627,"Wynne resigned over the department's concern over two incidents, including the August flight of a B-52 bomber that flew across the country with nuclear weapons. Gates said the report ""depicts a pattern of poor performance"" in which Air Force brass didn't act to improve security after mishaps and Air Force personnel handling nuclear weapons consistently failed to follow existing rules.","{'rouge1': Score(precision=0.41379310344827586, recall=0.19047619047619047, fmeasure=0.26086956521739135), 'rouge2': Score(precision=0.07142857142857142, recall=0.03225806451612903, fmeasure=0.044444444444444446), 'rougeL': Score(precision=0.20689655172413793, recall=0.09523809523809523, fmeasure=0.13043478260869568), 'rougeLsum': Score(precision=0.27586206896551724, recall=0.12698412698412698, fmeasure=0.17391304347826084)}"
628,"Embassy in Belgrade is evacuating all nonessential personnel following Thursday's attack on the building by a crowd of protesters, a spokesman for the embassy told CNN Friday. The embassy was closed Friday, and a handful of riot police holding shields stood outside the building, its outer walls blackened from fires set the night before and some of its windows smashed.","{'rouge1': Score(precision=0.3695652173913043, recall=0.2786885245901639, fmeasure=0.3177570093457944), 'rouge2': Score(precision=0.044444444444444446, recall=0.03333333333333333, fmeasure=0.0380952380952381), 'rougeL': Score(precision=0.1956521739130435, recall=0.14754098360655737, fmeasure=0.16822429906542055), 'rougeLsum': Score(precision=0.2826086956521739, recall=0.21311475409836064, fmeasure=0.24299065420560748)}"
629,"summarize: (CNN) -- It's been a year since Steve Irwin, the environmentalist and TV host best known as the ""Crocodile Hunter,"" died. Let","{'rouge1': Score(precision=0.2571428571428571, recall=0.391304347826087, fmeasure=0.3103448275862069), 'rouge2': Score(precision=0.058823529411764705, recall=0.09090909090909091, fmeasure=0.07142857142857142), 'rougeL': Score(precision=0.11428571428571428, recall=0.17391304347826086, fmeasure=0.13793103448275862), 'rougeLsum': Score(precision=0.17142857142857143, recall=0.2608695652173913, fmeasure=0.20689655172413796)}"
630,"The woman involved -- Mandi Hamlin -- told reporters earlier Friday she was humiliated by last month's incident, in which she was forced to painfully remove the piercings behind a curtain as she heard snickers from male TSA officers nearby. Hamlin told the officer she had nipple piercings, Allred said, and that officer called over another officer, who told her she would need to remove them. Ham","{'rouge1': Score(precision=0.425, recall=0.25757575757575757, fmeasure=0.32075471698113206), 'rouge2': Score(precision=0.10256410256410256, recall=0.06153846153846154, fmeasure=0.07692307692307693), 'rougeL': Score(precision=0.175, recall=0.10606060606060606, fmeasure=0.13207547169811318), 'rougeLsum': Score(precision=0.325, recall=0.19696969696969696, fmeasure=0.2452830188679245)}"
631,"summarize: JAKARTA, Indonesia (CNN) -- Indonesia has temporarily grounded all Adam Air flights starting Wednesday because it says the discount airliner ""failed to implement quality standards for its aircraft.""","{'rouge1': Score(precision=0.3, recall=0.5357142857142857, fmeasure=0.38461538461538464), 'rouge2': Score(precision=0.1836734693877551, recall=0.3333333333333333, fmeasure=0.23684210526315788), 'rougeL': Score(precision=0.26, recall=0.4642857142857143, fmeasure=0.3333333333333333), 'rougeLsum': Score(precision=0.28, recall=0.5, fmeasure=0.358974358974359)}"
632,"Clarke, whose science fiction and non-fiction works ranged from the script for ""2001: A Space Odyssey"" to an early proposal for communications satellites, has died at age 90, associates have said. In a videotaped 90th birthday message to fans, Clarke said he still hoped to see some sign of intelligent life beyond Earth, more work on alternatives to fossil fuels -- and ""closer to home,"" an end to the 25-year civil war in Sri Lanka between the government and ethnic Tamil separatists.","{'rouge1': Score(precision=0.4523809523809524, recall=0.2289156626506024, fmeasure=0.304), 'rouge2': Score(precision=0.17073170731707318, recall=0.08536585365853659, fmeasure=0.11382113821138214), 'rougeL': Score(precision=0.2857142857142857, recall=0.14457831325301204, fmeasure=0.19199999999999998), 'rougeLsum': Score(precision=0.38095238095238093, recall=0.1927710843373494, fmeasure=0.256)}"
633,"summarize: BAGHDAD, Iraq (CNN) -- Court proceedings in the trial against Tariq Aziz, one of the best-known faces of Saddam Hussein's former regime in Iraq, and several co-defendants have ended after being in session only briefly Tuesday. The","{'rouge1': Score(precision=0.3333333333333333, recall=0.375, fmeasure=0.35294117647058826), 'rouge2': Score(precision=0.022727272727272728, recall=0.02564102564102564, fmeasure=0.024096385542168676), 'rougeL': Score(precision=0.17777777777777778, recall=0.2, fmeasure=0.18823529411764706), 'rougeLsum': Score(precision=0.2222222222222222, recall=0.25, fmeasure=0.23529411764705882)}"
634,"summarize: (CNN) -- Eos Airlines, the all business-class carrier, has declared bankruptcy and stopped operations Sunday.","{'rouge1': Score(precision=0.20588235294117646, recall=0.4375, fmeasure=0.28), 'rouge2': Score(precision=0.06060606060606061, recall=0.13333333333333333, fmeasure=0.08333333333333333), 'rougeL': Score(precision=0.11764705882352941, recall=0.25, fmeasure=0.15999999999999998), 'rougeLsum': Score(precision=0.14705882352941177, recall=0.3125, fmeasure=0.2)}"
635,"The 73-year-old Austrian began building the dungeon as part of an addition to his home that year, and simply added the hidden space -- which was not recorded in any building plans -- Polzer said. In 1993, around the time Elisabeth was pregnant with her fourth child, Fritzl decided to add to the dungeon, building another room that increased the entire living space of the family to about 55 square meters.","{'rouge1': Score(precision=0.16666666666666666, recall=0.11267605633802817, fmeasure=0.13445378151260506), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.125, recall=0.08450704225352113, fmeasure=0.10084033613445378), 'rougeLsum': Score(precision=0.14583333333333334, recall=0.09859154929577464, fmeasure=0.1176470588235294)}"
636,"Nishant Tiwari, a police official in northeastern India, said a journalist who filmed the beating called him Thursday to report the incident, which took place in the village of Dumaria in central eastern Bihar state.","{'rouge1': Score(precision=0.21428571428571427, recall=0.34285714285714286, fmeasure=0.2637362637362637), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.125, recall=0.2, fmeasure=0.15384615384615385), 'rougeLsum': Score(precision=0.16071428571428573, recall=0.2571428571428571, fmeasure=0.1978021978021978)}"
637,"The Croatians took the lead in the fourth minute when midfielder Luka Modric coolly slotted home from the penalty spot after Emmanuel Pogatetz clumsily body-checked striker Ivica Olic in the area. Slaven Bilic's team dominated the first half, and should have gone further ahead in the 35th minute but Olic's strike partner Mladen Petric blazed over the bar with a left-foot volley after beating the offside trap to run on to Vedran Corluka's cross.","{'rouge1': Score(precision=0.3333333333333333, recall=0.21518987341772153, fmeasure=0.26153846153846155), 'rouge2': Score(precision=0.1, recall=0.0641025641025641, fmeasure=0.078125), 'rougeL': Score(precision=0.27450980392156865, recall=0.17721518987341772, fmeasure=0.2153846153846154), 'rougeLsum': Score(precision=0.2549019607843137, recall=0.16455696202531644, fmeasure=0.2)}"
